CRN,Crse,Sect,Title,Course,Cr,GM,Type,Days,Time,Loc,P-Term,Dates,Instructor,Fee,Max,Enrl,AVL,XL-Max,XL-Enrl,Wait,Rsrvd,Status,Lib Ed,Perm
21596,SOWK 343,01 ,Social Work Practice II: Working with Groups,SOWK 343 Social Work Practice II: Working with Groups,3,L,CLAS ,MWF,11:00-11:50  ,HV 113 ,Full Term,01/11/2023-04/24/2023 ,"Hong, G  ",-,17 ,5 ,12 ,-,-,0,-,Open ,-,-
20950,SOWK 364,20 ,Social Welfare Policy & Services,SOWK 364 Social Welfare Policy & Services,3,L,CLAS ,MWF,13:30-14:20  ,HV 113 ,Full Term,01/11/2023-04/24/2023 ,"Lawson, S  ",300,25 ,9 ,16 ,-,-,0,-,Open ,-,IN 
20499,SOWK 414,01 ,Social Work Practicum & Seminar III,SOWK 414 Social Work Practicum & Seminar III,4,L,CLAS ,F,08:00-09:20  ,HV 106 ,Full Term,01/11/2023-04/24/2023 ,"Lawson, S  ",-,15 ,14 ,1 ,-,-,0,-,Open ,SLC,IN 
20500,SOWK 414L,01 ,Social Work Practicum & Seminar III Lab,SOWK 414L Social Work Practicum & Seminar III Lab,0,X,CLAS ,TR,09:30-10:20  ,HV 003 ,Full Term,01/11/2023-04/24/2023 ,"Lawson, S  ",-,15 ,14 ,1 ,-,-,-,-,Open ,-,IN 
21063,SPAN 120,01 ,Elementary Spanish I,SPAN 120 Elementary Spanish I,4,L,CLAS ,MTWRF,11:00-11:50  ,HV 202 ,Full Term,01/11/2023-04/24/2023 ,"Garcia-Rios, F  ",13,25 ,16 ,9 ,-,-,0,-,Open ,CUL7,-
20185,SPAN 121,01 ,Elementary Spanish II,SPAN 121 Elementary Spanish II,4,L,CLAS ,MTWRF,11:00-11:50  ,HV 003 ,Full Term,01/11/2023-04/24/2023 ,"O'Connor-Gomez, D  ",13,25 ,11 ,14 ,-,-,0,-,Open ,CUL7,-
20186,SPAN 220,01 ,Intermediate Spanish I,SPAN 220 Intermediate Spanish I,3,L,CLAS ,MWF,10:00-10:50  ,HV 202 ,Full Term,01/11/2023-04/24/2023 ,"Garcia-Rios, F  ",13,25 ,13 ,12 ,-,-,0,-,Open ,CUL6,-
22432,SPAN 221,1 ,Intermediate Spanish II,SPAN 221 Intermediate Spanish II,3,L,CLAS ,MWF,10:00-10:50  ,HV 113 ,Full Term,01/11/2023-04/24/2023 ,"Flores, J  ",13,25 ,17 ,8 ,25 ,17 ,0,-,Open ,CUL6,-
20188,SPAN 225,01 ,Latino Literature & Cultural Production,SPAN 225 Latino Literature & Cultural Production,3,L,CLAS ,MW,12:00-13:20  ,SLC 510 ,Full Term,01/11/2023-04/24/2023 ,"Flores, J  ",13,25 ,8 ,17 ,25 ,19 ,0,-,Open ,CUL6,-
22469,SPAN 283,1 ,Latin American Cinema,SPAN 283 Latin American Cinema,3,L,CLAS ,TR,15:00-16:20  ,ONLINE  ,Full Term,01/11/2023-04/24/2023 ,"Herrera, L  ",13,10 ,9 ,1 ,30 ,24 ,0,-,Open ,CUL3,-
21753,SPAN 322,01 ,Advan.Writng for Herit.Student,SPAN 322 Advan.Writng for Herit.Student,3,L,CLAS ,TR,11:00-12:20  ,SLC 104 ,Full Term,01/11/2023-04/24/2023 ,"Flores, J  ",13,25 ,6 ,19 ,-,-,0,-,Open ,-,-
20189,SPAN 325,01 ,Conversation on Hispanic Culture,SPAN 325 Conversation on Hispanic Culture,3,L,CLAS ,TR,09:30-10:50  ,ONLINE  ,Full Term,01/11/2023-04/24/2023 ,"Herrera, L  ",13,25 ,11 ,14 ,-,-,0,-,Open ,CUL6,-
20191,SPAN 356,01 ,Introduction to Latin American/Peninsular Literature II,SPAN 356 Introduction to Latin American/Peninsular Literature II,3,L,CLAS ,TR,13:30-14:50  ,ONLINE  ,Full Term,01/11/2023-04/25/2023 ,"Herrera, L  ",13,25 ,6 ,19 ,-,-,0,-,Open ,CUL3,-
22433,SPAN 460,1 ,Spanish Voices: The Twentieth Century,SPAN 460 Spanish Voices: The Twentieth Century,3,L,CLAS ,MW,12:00-13:20  ,SLC 201 ,Full Term,01/11/2023-04/24/2023 ,"O'Connor-Gomez, D  ",13,25 ,9 ,16 ,-,-,0,-,Open ,CUL5,-
22470,SPAN 483,1 ,Latin American Cinema,SPAN 483 Latin American Cinema,3,L,CLAS ,TR,15:00-16:20  ,ONLINE  ,Full Term,01/11/2023-04/24/2023 ,"Herrera, L  ",13,10 ,5 ,5 ,30 ,24 ,0,-,Open ,CUL3,-
22291,SPAN 525,01 ,Chicano/Latino Cultures: An Interdisciplinary Perspective,SPAN 525 Chicano/Latino Cultures: An Interdisciplinary Perspective,3,L,CLAS ,R,17:00-19:45  ,HV 106 ,Full Term,01/11/2023-04/24/2023 ,"Flores, J  ",-,0 ,0 ,0 ,10 ,1 ,-,-,Closed ,-,-
20287,THEA 050,01 ,Production Practicum,THEA 050 Production Practicum,1,P,CLAS ,-,-,-,Full Term,01/11/2023-04/24/2023 ,"Gonzalez, G  ",-,50 ,24 ,26 ,35 ,31 ,0,-,Open ,-,-
20230,THEA 101,01 ,Essentials of Public Speaking,THEA 101 Essentials of Public Speaking,3,L,CLAS ,TR,09:30-10:50  ,SH 106 ,Full Term,01/11/2023-04/24/2023 ,"Liddicoat, K  ",-,20 ,19 ,1 ,-,-,0,-,Open ,COM3,-
20231,THEA 101,02 ,Essentials of Public Speaking,THEA 101 Essentials of Public Speaking,3,L,CLAS ,TR,11:00-12:20  ,SH 106 ,Full Term,01/11/2023-04/24/2023 ,"Liddicoat, K  ",-,20 ,20 ,0 ,-,-,0,-,Closed ,COM3,-
22437,THEA 110,1 ,Introduction to Acting,THEA 110 Introduction to Acting,3,L,CLAS ,TR,13:30-14:50  ,SH 106 ,Full Term,01/11/2023-04/24/2023 ,"Liddicoat, K  ",-,20 ,17 ,3 ,20 ,19 ,0,-,Open ,COM3,-
22225,THEA 170,01 ,Fundamentals of Cinema,THEA 170 Fundamentals of Cinema,3,L,CLAS ,TR,09:30-10:50  ,HV 100 ,Full Term,01/11/2023-04/24/2023 ,"McCarthy, P  ",-,40 ,8 ,32 ,40 ,39 ,0,-,Open ,-,-
22438,THEA 270,1 ,Film Genre,THEA 270 Film Genre,3,L,CLAS ,TR,11:00-12:20  ,HV 100 ,Full Term,01/11/2023-04/24/2023 ,"McCarthy, P  ",-,26 ,7 ,19 ,28 ,27 ,0,-,Open ,-,-
22439,THEA 272,1 ,Play Analysis & Criticism,THEA 272 Play Analysis & Criticism,3,L,CLAS ,MW,12:00-13:20  ,SH 107 ,Full Term,01/11/2023-04/24/2023 ,"Gonzalez, G  ",-,25 ,18 ,7 ,-,-,0,-,Open ,COM2,-
22206,THEA 340,01 ,Scenic Design,THEA 340 Scenic Design,3,L,CLAS ,TR,11:00-12:20  ,SH 107 ,Full Term,01/11/2023-04/24/2023 ,"Reed, B  ",-,20 ,16 ,4 ,-,-,0,-,Open ,COM3,-
22208,THEA 348,01 ,Hair and Makeup Design,THEA 348 Hair and Makeup Design,3,L,CLAS ,MW,15:00-16:20  ,SH 107 ,Full Term,01/11/2023-04/24/2023 ,"French, M  ",100,18 ,18 ,0 ,-,-,0,-,Closed ,COM3,-
22451,THEA 420,1 ,Advanced Video Production,THEA 420 Advanced Video Production,4,L,CLAS ,TR,13:30-14:50  ,HV 100 ,Full Term,01/11/2023-04/24/2023 ,"McCarthy, P  ",100,10 ,3 ,7 ,15 ,13 ,0,-,Open ,-,-
20239,WSP 101,02 ,"The Individual, Identity & Community","WSP 101 The Individual, Identity & Community",3,L,CLAS ,TR,09:30-10:50  ,WH A ,Full Term,01/11/2023-04/24/2023 ,"Creley, S  ",-,16 ,7 ,9 ,-,-,0,-,Open ,COM2,-
22014,WSP 201,01 ,Designing Your Education,WSP 201 Designing Your Education,1,P,CLAS ,R,11:00-11:50  ,WH A ,Full Term,01/11/2023-04/24/2023 ,"Creley, S  ",-,16 ,5 ,11 ,-,-,0,-,Open ,-,-
21991,WSP 301,1 ,Project and Portfolio Design,WSP 301 Project and Portfolio Design,1,L,CLAS ,T,11:00-11:50  ,WH A ,Full Term,01/11/2023-04/24/2023 ,"Kjellberg, P  ",-,16 ,12 ,4 ,-,-,0,-,Open ,-,-
20280,WSP 399,01 ,Practicum,WSP 399 Practicum,1,P,CLAS ,W,14:30-15:20  ,WH A ,Full Term,01/11/2023-04/24/2023 ,"Creley, S  ",-,16 ,6 ,10 ,-,-,0,-,Open ,SLC,-
20308,WSP 499,01 ,Senior Symposium,WSP 499 Senior Symposium,1,P,CLAS ,T,15:00-16:20  ,BALL LLC ,Full Term,01/11/2023-04/24/2023 ,"Creley, S  ",-,30 ,31 ,-1 ,-,-,0,-,Closed ,-,-
